"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"PRanganathan","* Associate Producer of @DreamGirlFilm * Human Rights Lawyer * Writer @huffingtonpost * Social Media Correspondent @theinsider * Founding member @OWNAmbassadors",51489,11787,25816,620,"https://t.co/fjjRUQzK04","Prasanna Ranganathan",2010-09-23 22:08:06,FALSE,TRUE,"PRanganathan","Ottawa, Ontario","en","194339143",107,FALSE,"http://pbs.twimg.com/profile_images/700508694144880640/vuH40Xb6_normal.jpg"
"BeatTrace","Been the vibe...smart mouth...vibes....spice....passion “Vagabón sé bét frékán”",5125,143,1675,259,NA,"TraceTheBeat <U+0001F1ED><U+0001F1F9> <U+0001F36B><U+0001F608><U+0001F445>",2018-07-11 03:10:43,FALSE,FALSE,"BeatTrace","Georgia, USA","en","1016882448523776002",0,FALSE,"http://pbs.twimg.com/profile_images/1101184989088104455/Z4ymao3B_normal.jpg"
"KP_SOONERS_09","Husband and Father of two amazing kids. Design Engineer. 4-1-9 <U+0001F6EB> 9-1-8<U+0001F6EB>330. Sports enthusiast, Jesus follower. Colossians 2:14",12691,251,23307,629,NA,"Kirk Piscitello <U+0001F1FA><U+0001F1F8><U+0001F1EE><U+0001F1F9>",2011-09-08 00:19:58,FALSE,FALSE,"KP_SOONERS_09","Broken Arrow, OK <U+0001F6EB> Medina, OH","en","369813179",11,FALSE,"http://pbs.twimg.com/profile_images/1062411834593026048/sX4h3BfZ_normal.jpg"
"DavieRapture","radical centrist, GameStop manager. no thots",2031,85,2438,112,NA,"David Alexander",2014-10-02 08:42:17,FALSE,FALSE,"DavieRapture","Minnesota","en","2799601294",1,FALSE,"http://pbs.twimg.com/profile_images/1086555944081936385/0tgKxuca_normal.jpg"
"JUNIUS_64","juni | skunk!! or caracal?? | nb lesbian | they/she | polyam | microbiologist | fursuit maker | <U+0001F49C>@trufflesnuffle<U+0001F49C><U+0001F49A>@mintyfreshkid<U+0001F49A>| @barkingpoints cohost",173812,9726,177747,2739,"https://t.co/CnPT2EUNSi","juni <U+0001F9A0>",2013-03-02 00:31:07,FALSE,FALSE,"JUNIUS_64","New Jersey, USA","en","1232187960",132,FALSE,"http://pbs.twimg.com/profile_images/1098742997141909506/A3e4Y1sh_normal.jpg"
"jasonsaxonsmith","Nothing is simply one thing. - Woolf | Enjoy your forgiveness. | Tamara's Husband | Evelyn, Lydia, & William's Dad | Humanities Teacher | #literature #history",47094,1271,5426,2164,NA,"tangledupinblue",2011-06-08 16:24:01,FALSE,FALSE,"jasonsaxonsmith","Birmingham, AL","en","313410280",31,FALSE,"http://pbs.twimg.com/profile_images/1102148957780754433/ycZVtbBf_normal.jpg"
"Literature_Lady","Early Modernist. Adj Prof of English, Literature, Developmental Studies & Humanities.This is my personal account so opinions posted are mine. #MeToo #Resist<U+0001F30A>",19410,8807,79116,1258,NA,"Literature_Lady, PhD",2009-04-16 16:15:02,FALSE,FALSE,"Literature_Lady","United States","en","31939688",66,FALSE,"http://pbs.twimg.com/profile_images/1003163110839148544/q6yAyCj7_normal.jpg"
"underscore_b","The one and only Booty Bird™  SoFurry Mod and artist. Mostly art, much is NSFW. 18+ ONLY!",2420,470,2290,98,"https://t.co/6dowbMlHCz","Yo Soy Am Badguy",2018-11-28 22:21:18,FALSE,FALSE,"underscore_b","Kentucky, USA","en","1067906303614509062",2,FALSE,"http://pbs.twimg.com/profile_images/1104053599301181446/VUMnsGT6_normal.jpg"
"Jayden_Nicole23","JJ reporting for sad hours and long nights <U+0001F60A><U+0001F497>",96,31,402,91,NA,"Jayden Jefferson",2018-10-28 23:15:43,FALSE,FALSE,"Jayden_Nicole23","Stillwater, OK","en","1056685977056563200",0,FALSE,"http://pbs.twimg.com/profile_images/1102079563612504064/cjweoR6A_normal.jpg"
"singleplaiddad","If all the worlds a stage then I’m selling popcorn out front <U+0001F937><U+200D><U+2642><U+FE0F>. Part-time zombie collaborator, amazing cook and single father to my best friend <U+0001F60A>",3219,680,4813,932,"https://t.co/POfoRJIRQ3","Da-igging Dad <U+0001F1E8><U+0001F1E6>",2018-12-31 01:50:46,FALSE,FALSE,"singleplaiddad","Canada","en","1079555429057814528",4,FALSE,"http://pbs.twimg.com/profile_images/1099340817934835712/s6cPYnaI_normal.jpg"
"haidyn99","19 NW '17 MU '21 Anthro-Arch major
I really like fig newtons and pizza and chicken nuggets and Brian and my dog and bees. I miss my cat. RIP",1614,295,14426,357,NA,"Haidyn Weber",2013-07-12 19:40:53,FALSE,FALSE,"haidyn99","USA","en","1589276029",0,FALSE,"http://pbs.twimg.com/profile_images/1084378095904309248/YeWApEwo_normal.jpg"
"MKDebbieMK","Independent Mary Kay Sales Director, Vocal and Performance Coach with The Nexxt Level, proud mom, lover of music, fun, and life!",1228,336,314,532,"https://t.co/KhcSEkjR4D","Debbie Dodge",2012-08-08 19:24:03,FALSE,FALSE,"MKDebbieMK","Destin, FL","en","745787700",5,FALSE,"http://pbs.twimg.com/profile_images/1080855313614598145/ned_R5c2_normal.jpg"
"calliskr","<U+0001F4F8>calliskr  <U+0001F1EF><U+0001F1F2>",25745,155,22640,154,NA,"Calli SK Reynolds",2010-11-21 22:07:47,FALSE,FALSE,"calliskr","New York, NY","en","218272568",1,FALSE,"http://pbs.twimg.com/profile_images/1009249097516273664/yzxTxSQH_normal.jpg"
"_riyyahh","I’m not superstitious but I am a little stitious",3341,146,834,150,NA,"Povertytheadult <U+0001F57A><U+0001F3FF>",2016-10-16 15:54:15,FALSE,FALSE,"_riyyahh","Ellicott City, MD","en","787683079087353858",0,FALSE,"http://pbs.twimg.com/profile_images/1102337937956573187/w00YmXiE_normal.jpg"
"FlakeeyAnthony","Gaming, TV/Film, Sports, and, Wrestling. FC Barcelona.",1123,155,8171,149,NA,"Anthony",2015-09-20 00:33:41,FALSE,FALSE,"FlakeeyAnthony","United States","en","3712397836",1,FALSE,"http://pbs.twimg.com/profile_images/1073967144403156998/cf_FyGBP_normal.jpg"
"whitney_shania","Hoover Al, 4’11. Happy life, <U+0001F308><U+0001F308>",249,45,162,67,NA,"Whitney shania",2019-02-07 23:02:20,FALSE,FALSE,"whitney_shania","Alabama, USA","en","1093646168221995008",0,FALSE,"http://pbs.twimg.com/profile_images/1103047588549484546/ZXMv7sfb_normal.jpg"
"vivianethewitch","A lover of truth, a believer in the necessity of rational discourse, and a proud anti-trumper.",2921,88,3216,183,NA,"Barbara Skadberg Cha",2017-03-21 23:06:18,FALSE,FALSE,"vivianethewitch","Lakewood, CO","en","844324316875554816",0,FALSE,"http://pbs.twimg.com/profile_images/1097287133511831552/I2Lmjrpn_normal.png"
"EireFaeM","",1215,78,3690,374,NA,"Marie Fee",2017-09-16 14:33:30,FALSE,FALSE,"EireFaeM"," Tennessee, USA","en","909062691737784320",2,FALSE,"http://pbs.twimg.com/profile_images/1058699540994383873/rJeyl4AZ_normal.jpg"
"DrCoolSexy","Guy who does various things. Go Leafs Go! #rocknroll",66393,1216,94035,360,"https://t.co/ix88vdEIS7","King Henry the 9th",2009-06-21 05:46:46,FALSE,FALSE,"DrCoolSexy","Canada","en","49246054",26,FALSE,"http://pbs.twimg.com/profile_images/1101310379978878977/drXiYAJ3_normal.jpg"
"uhhhhmandaa","My Mom is up in heaven, watching me judge you. <U+0001F47C><U+0001F3FB><U+0001F49C> @JoePo_ <U+0001F48D><U+0001F499>",3151,124,10881,329,NA,"AmandaPo",2018-03-27 15:08:55,FALSE,FALSE,"uhhhhmandaa","Pennsylvania, USA","en","978650074975752193",0,FALSE,"http://pbs.twimg.com/profile_images/1098411679765938176/MIN8P6xz_normal.jpg"
"aiishakarim","50 shades of crazy <U+26A1><U+FE0F>IG: @aiisha.karim",4994,145,1373,161,NA,"<U+2655>Petrova",2011-08-03 21:38:57,FALSE,FALSE,"aiishakarim","Off The Grid ","en","348096538",3,FALSE,"http://pbs.twimg.com/profile_images/1072195200242647042/9UrhWGaR_normal.jpg"
"bassempire","<U+0001F3B6> oh can’t you hear the future is calling for heaven’s sake #darvey4life",4508,408,5891,261,NA,"@bassempire <U+0001F6AA><U+0001F525>",2011-07-26 19:14:59,FALSE,FALSE,"bassempire","United States","en","342900453",3,FALSE,"http://pbs.twimg.com/profile_images/1101537691357843458/EGl-UkrU_normal.jpg"
"paigers315","",47040,388,18531,736,NA,"Paigetato<U+0001F954>",2009-11-15 20:54:45,FALSE,FALSE,"paigers315","Erie, PA","en","90245879",6,FALSE,"http://pbs.twimg.com/profile_images/1097305904700145665/wDPJO-OO_normal.jpg"
"LianeAlbert8","Proud member of the Resistance. Blessed to be the mom of Ellie, a senior puppy mill survivor. Adopt. Don’t Shop. #Resist <U+0001F30A><U+2744><U+FE0F>",11249,338,6955,694,NA,"Liane Albert",2016-01-14 20:23:19,FALSE,FALSE,"LianeAlbert8","Cary, NC","en","4807412860",3,FALSE,"http://pbs.twimg.com/profile_images/1080759173120438273/9J2JWENN_normal.jpg"
"tamacita23","cynical about reality...IG:beypadthai SC:tamitha23",71044,428,12996,340,NA,"keyser söze",2011-05-30 00:22:29,FALSE,FALSE,"tamacita23","Jamaica","en","307623432",8,FALSE,"http://pbs.twimg.com/profile_images/988699685836722177/kRf3XJ90_normal.jpg"
"JMac1715","Live life once. No Regrets!",5588,232,14680,413,NA,"JMac",2011-06-16 09:02:40,FALSE,FALSE,"JMac1715","Augusta, Georgia","en","318317875",10,FALSE,"http://pbs.twimg.com/profile_images/1102396472459513856/2uW8ZP5b_normal.jpg"
"yung_ache4","ache [ ayy-ck ] \ ben bursell, he \ him",1524,338,10610,320,"https://t.co/VFhjgqTQOs","<U+0001D51E><U+0001D520><U+0001D525><U+0001D522>",2010-06-27 02:38:34,FALSE,FALSE,"yung_ache","Boston, MA","en","160058837",1,FALSE,"http://pbs.twimg.com/profile_images/1080019663151685632/LktYcAhT_normal.jpg"
"mixedgod","I am KING... <U+0001F91B><U+0001F3FD><U+0001F940><U+0001F934><U+0001F3FD>",41444,18278,8891,2233,NA,"King Grey<U+0001F934><U+0001F3FD>",2014-02-15 19:57:14,FALSE,FALSE,"mixedgod","Georgia, USA","en","2345662100",19,FALSE,"http://pbs.twimg.com/profile_images/1094016576276316161/oUTILADE_normal.jpg"
"jalisaaa_1319","xoxo",3085,208,7044,163,NA,"Jalisa Dunlap",2016-08-10 21:53:17,FALSE,FALSE,"jalisaaa_1319","","en","763493445088325633",0,FALSE,"http://pbs.twimg.com/profile_images/1090030362556858373/49PaeuGJ_normal.jpg"
"Gergyy_","19 | Ghost Type enthusiast | Sans is in Smash Ultimate <U+0001F480> | Don't @ my cats | <U+0001F1E8><U+0001F1E6> | Resident Terra main | Icon by @KrazyBonesTV |",3378,86,1780,180,"https://t.co/mDW2csBzux","XboxTypeS_Dpad_Left",2015-08-25 05:11:19,FALSE,FALSE,"Gergyy_","Ontario, Canada","en","3438879238",1,FALSE,"http://pbs.twimg.com/profile_images/1086098113008291840/swsvJf5M_normal.jpg"
"HamTheMad","Afghan <U+0001F1E6><U+0001F1EB>  || Hamad Siddiqui || UWO Engineering || Forza Juve<U+26AA><U+26AB>",4557,320,12543,294,NA,"<U+062D><U+0645><U+0648><U+062F><U+064A>",2016-01-28 14:12:33,FALSE,FALSE,"HamTheMad","London, Ontario","en","4857336779",4,FALSE,"http://pbs.twimg.com/profile_images/1064767198743404544/4XM8-h4m_normal.jpg"
"HamTheMad1","Afghan <U+0001F1E6><U+0001F1EB>  || Hamad Siddiqui || UWO Engineering || Forza Juve<U+26AA><U+26AB>",4557,320,12543,294,NA,"<U+062D><U+0645><U+0648><U+062F><U+064A>",2016-01-28 14:12:33,FALSE,FALSE,"HamTheMad","London, Ontario","en","4857336779",4,FALSE,"http://pbs.twimg.com/profile_images/1064767198743404544/4XM8-h4m_normal.jpg"
"_Soft_Bun_","Heya, I'm Parker. I'm a writer, actor, and artist. Nonbinary Trans-masc. Asexual Abroromantic. He/Him. Future Gender Therapist.",3552,131,6735,170,NA,"Nonbunnary <U+0001F407>",2017-04-13 19:56:35,FALSE,FALSE,"_Soft_Bun_","United States","en","852611491043921921",0,FALSE,"http://pbs.twimg.com/profile_images/1103437374372093952/E4WlTzPQ_normal.jpg"
"cecegutta","Boss and Bossy #MTSUAlumni",8418,430,3450,427,NA,"CEECEE",2014-09-08 07:07:47,FALSE,FALSE,"cecegutta","Nashville, TN","en","2764577141",5,FALSE,"http://pbs.twimg.com/profile_images/1100506796530245637/P-wixip-_normal.jpg"
"latestupdate62","<U+0001F1FA><U+0001F1F8>The USA Constitution & Freedom<U+0001F1FA><U+0001F1F8> & Truth & Free Speech. <U+0001F1FA><U+0001F1F8>Trump <U+0001F1FA><U+0001F1F8>#Trump @Trump #usa #unitedstates #game #Hollywood #celebrities #entertainment #America #news",13294,5946,1058,6150,NA,"WBC News",2017-03-05 06:12:28,FALSE,FALSE,"latestupdate6","United States","en","838270968523010048",2,FALSE,"http://pbs.twimg.com/profile_images/1043202665612816385/d-zTwP6u_normal.jpg"
"savarreband","SPECTRA ROCK.",76,807,225,131,"https://t.co/hAu4cv9R7b","S A V A R R E",2017-06-08 17:25:04,FALSE,FALSE,"savarreband","New York, NY","en","872867082563702786",4,FALSE,"http://pbs.twimg.com/profile_images/1101287099322548224/5CuQPxo9_normal.jpg"
"drewswain0","How dare I have to make a new twitter",1330,108,1274,113,NA,"D",2018-11-27 17:16:07,FALSE,FALSE,"drewswain0","Wichita Falls, TX","en","1067467112929783808",0,FALSE,"http://pbs.twimg.com/profile_images/1096262519927308288/Drfkblua_normal.jpg"
"DiosaDominicana","Hustler, writing midwife, escritora! Find me teaching for Poets&Writers, HMI, National Book Foundation and Teachers & Writers! I support lgbtq & wwoc PERIOD.",17403,2699,2994,3514,"https://t.co/CtUscRQcvI","Alicia Anabel Santos",2009-05-08 19:20:52,FALSE,FALSE,"DiosaDominicana","BRONX, NYC","en","38725369",94,FALSE,"http://pbs.twimg.com/profile_images/910600939781926913/YLwTxDNl_normal.jpg"
"DiosaDominicana1","Hustler, writing midwife, escritora! Find me teaching for Poets&Writers, HMI, National Book Foundation and Teachers & Writers! I support lgbtq & wwoc PERIOD.",17403,2699,2994,3514,"https://t.co/CtUscRQcvI","Alicia Anabel Santos",2009-05-08 19:20:52,FALSE,FALSE,"DiosaDominicana","BRONX, NYC","en","38725369",94,FALSE,"http://pbs.twimg.com/profile_images/910600939781926913/YLwTxDNl_normal.jpg"
"wzpl","Indy's #1 Hit Music Station with the @SmileyRadioShow! <U+0001F4FB> @jennalynne2, @DylanOnTheRadio <U+0001F399>",33564,28719,8091,7980,"https://t.co/0vmOfGUtUj","99.5 zpl",2009-01-12 06:51:51,FALSE,TRUE,"wzpl","Indianapolis, Indiana","en","18894026",263,FALSE,"http://pbs.twimg.com/profile_images/1096031542445514752/Bvwx_SMH_normal.jpg"
"khferguson18","| Alex | Matthew 6:34 | never met a dog I didn’t like  |",660,91,3419,189,NA,"kate.",2018-01-16 09:51:04,FALSE,FALSE,"khferguson18","Kentucky","en","953202937047678976",0,FALSE,"http://pbs.twimg.com/profile_images/1099171717610643456/Zize8uwZ_normal.jpg"
"KevinLochner2","||NWHS||Suburbanite|| Chicago Cubs || Village of Winnetka<U+0001F477><U+0001F3FC><U+200D><U+2642><U+FE0F>||",7251,416,3777,210,NA,"Lochner™<U+FE0F>",2015-06-27 13:39:39,FALSE,FALSE,"KevinLochner2","Morton Grove, IL","en","3257740752",3,FALSE,"http://pbs.twimg.com/profile_images/1057448079224459265/8AGbKiLS_normal.jpg"
"PakMachine","Defend like how Pakistan did in 1965 <U+0001F1F5><U+0001F1F0>",17444,508,35351,468,NA,"Pakistani Machine",2014-04-22 11:09:12,FALSE,FALSE,"PakMachine","California, USA","en","2501620763",7,FALSE,"http://pbs.twimg.com/profile_images/1098975932239380480/pVg4fAWG_normal.jpg"
"Overtired_Katie","A loving wife and working mommy of one. Disney and Universal enthusiast. I live to travel. And like a true Canadian, I love my hockey. #GoDogsGo #GoFlamesGo",20453,1598,20184,1102,"https://t.co/rmdcBpkjmJ","Katie Mitchell",2011-06-25 01:52:25,FALSE,FALSE,"Overtired_Katie","Saint John, New Brunswick","en","323569517",45,FALSE,"http://pbs.twimg.com/profile_images/911011228222414850/2rlhYzPK_normal.jpg"
"Bri_is_Awesome","Blessed and Stressed and Barely Dressed. #briforbroadway (she/her)",28908,504,25128,570,"https://t.co/la0qBHR1HA","Bri Ryder",2009-05-26 20:04:54,FALSE,FALSE,"Bri_is_Awesome","Brooklyn, NY","en","42706269",15,FALSE,"http://pbs.twimg.com/profile_images/734887626369601536/m0ZdOMzQ_normal.jpg"
"DeirdreJones54","Democrat. Mom. Frmr. legal secretary $12/hr. Frmr. substitute teacher $10.25/hr. OHIO NEEDS TO RAISE THE MIN WAGE! #NeverTrump #Enough #Resist",64627,658,63221,493,"https://t.co/1zmGghcZui","Deirdre Jones",2009-05-20 22:21:23,FALSE,FALSE,"DeirdreJones54","Ohio, USA","en","41465507",97,FALSE,"http://pbs.twimg.com/profile_images/1091743431427346432/gEDR7uew_normal.jpg"
"DirtyDanSam","<U+0001F921>",1008,552,10624,360,"https://t.co/HoUgY8Efgb","Fat Sammy",2017-05-21 14:46:54,FALSE,FALSE,"DirtyDanSam","Connecticut","en","866304297436409856",6,FALSE,"http://pbs.twimg.com/profile_images/1099870254853955584/lhkOUnQC_normal.jpg"
"friarjohn00","Sarcastic, acerbic, funny Old Catholic (not Rad-Trad) Priest. Medievalist, Early Church, Sci-Fi fan, and Liturgy Geek. MA Church History/Systematics. Geek",3515,249,13306,657,NA,"John R. Robison",2009-05-28 15:04:51,FALSE,FALSE,"friarjohn00","Laurel, MD","en","43125925",5,FALSE,"http://pbs.twimg.com/profile_images/831424981376577536/Uy0yxvnr_normal.jpg"
"jameelajamil","Instagram: @jameelajamilofficial FEMINIST-IN-PROGRESS (P.s. have muted all tweets from accounts that aren’t following me to control trolls.) <U+2764><U+FE0F>",24644,692856,4898,531,NA,"Jameela Jamil",2009-02-24 13:36:35,FALSE,TRUE,"jameelajamil","California, USA","en","21753847",1261,FALSE,"http://pbs.twimg.com/profile_images/1096696603702972416/G5i8iDaf_normal.jpg"
"johncru75449899","love wife, family,Politics, #WWG1WGA, #q, #MAGA,#qanon, #POTUS,#KAG, secure our borders,",594,88,79,261,NA,"say it isn’t so",2018-11-28 03:00:29,FALSE,FALSE,"johncru75449899","Louisiana, USA","en","1067614177223745536",0,FALSE,"http://pbs.twimg.com/profile_images/1081199211658596358/rcnvcFf1_normal.jpg"
"paigemco","&nbsp;&nbsp;&nbsp;&nbsp; bad at being human <U+22C6> weird history fan account <U+22C6> hunter mfa candidate <U+22C6> writer rep'd by @amylizbishop of dg&b <U+22C6> she/her.",7062,781,22032,421,"https://t.co/vn6tB5gKZ6","paige cober",2009-04-07 21:33:08,FALSE,FALSE,"paigemco","nyc","en","29551457",13,FALSE,"http://pbs.twimg.com/profile_images/1100514945563807747/qh5hqb76_normal.jpg"
"EhGaming52","In a cold, cold place, far far away, a Canadian <U+0001F1E8><U+0001F1E6> and his computer set out on a Quest to bring to you, entertainment and joy, through the power of GAMING!",942,272,748,228,"https://t.co/ezeSPma9jh","Eh! Gaming",2017-09-21 22:08:49,FALSE,FALSE,"EhGaming52","Canada","en","910989218264096769",1,FALSE,"http://pbs.twimg.com/profile_images/1063995335461064705/9etanoUu_normal.jpg"
"blackanniee_","ig:tnt _wigs & sc:niggaonyophone <U+0001F609>. real nigga trapped in a pretty girls body <U+0001F1ED><U+0001F1F9>",21006,519,15619,300,NA,"<U+0001F36B>",2017-12-05 03:15:35,FALSE,FALSE,"blackanniee_","Miami, FL","en","937883121399320576",8,FALSE,"http://pbs.twimg.com/profile_images/1102911396994527232/pUTN0w4A_normal.jpg"
"SnyderCharlai","",2382,28,2033,55,"https://t.co/JotMIzYbQx","Charlai Snyder",2014-08-22 04:04:47,FALSE,FALSE,"SnyderCharlai","Florida","en","2753879702",1,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"franchoo_","Personal Trainer",2895,87,152,364,"https://t.co/xGcshs0T8c","Eddy Leuridan",2013-08-23 17:16:21,FALSE,FALSE,"franchoo_","The Ville","en","1694391259",3,FALSE,"http://pbs.twimg.com/profile_images/809607010207420417/1Ue2dqO5_normal.jpg"
"katiebravesfan","Jersey Girl Braves Fan living in Atlanta. Atlanta Braves full STH and Gwinett Braves partial STH.",71452,2749,18562,2409,NA,"Katie",2009-04-01 01:17:36,FALSE,FALSE,"katiebravesfan","In Limbo, Georgia","en","28015830",84,FALSE,"http://pbs.twimg.com/profile_images/817356569017012224/QHODM7oC_normal.jpg"
"Holly4humanity","#Resist  #Bluewave There's no planet B.<U+0001F30D> Rescue dogs are the best<U+0001F415>, Proud daughter of a purple heart recipient. I believe in dirt therapy <U+0001F337>Wife, mom, Nana<U+0001F33A>",6549,319,19018,535,"https://t.co/VRtRui55VI","Holly B",2017-02-11 03:09:28,FALSE,FALSE,"Holly4humanity","Lancaster, OH","en","830252383271804929",0,FALSE,"http://pbs.twimg.com/profile_images/1102080001690738690/jtmxzh-n_normal.jpg"
"IamSourav_b","Software engineer, world traveler, lives in USA, Indian nationalist, Hindu, proud Bengali and the one who has learnt to question the status quo from childhood",7406,828,5953,455,NA,"Sourav Bhattacharyya",2010-04-13 21:01:28,FALSE,FALSE,"IamSourav_b","Pittsburgh, PA","en","132657951",3,FALSE,"http://pbs.twimg.com/profile_images/820800328/Photo_0972_normal.jpg"
"sadiejxde","",38,20,400,32,"https://t.co/auVDtHC7XX","Sadie <U+0001F33B>",2018-03-30 04:44:14,FALSE,FALSE,"sadiejxde","California, USA","en","979580033588056065",0,FALSE,"http://pbs.twimg.com/profile_images/1090860536458170370/fCp0TkmL_normal.jpg"
"imnotbenjii","Playing to the beat of my own drum.",19178,336,12551,238,NA,"Benji",2013-01-20 17:57:32,FALSE,FALSE,"imnotbenjii","California, USA","en","1106861442",0,FALSE,"http://pbs.twimg.com/profile_images/1098060209476390912/kK0NFmuc_normal.jpg"
"mediaphish","web designer, church helper, friend of Jesus, lover of my wife, father of my children",13490,602,320,769,"http://t.co/tccYKzsB3H","Bart Paden",2008-02-18 02:05:20,FALSE,FALSE,"mediaphish","Carthage, MO","en","13604882",37,FALSE,"http://pbs.twimg.com/profile_images/1048187144500600832/rdc4Rq___normal.jpg"
